date,open,high,low,close,volume
2015-02-27,49.8544,50.3785,49.7115,49.9497,18588446
2015-03-02,49.9592,50.9979,49.5971,50.9693,19384199
2015-03-03,51.3981,51.4553,50.9121,51.198,24281856
2015-03-04,50.9598,51.3218,50.7311,51.1408,14698051
2015-03-05,51.1789,51.198,50.6453,51.036,13853848
2015-03-06,51.217,51.4648,50.4357,50.5595,40296620
2015-03-09,50.388,50.6644,50.2832,50.4547,17542634
2015-03-10,49.6162,49.8354,48.8158,48.8158,29061253
2015-03-11,49.1874,50.2689,49.0921,49.864,32443600
2015-03-12,51.4553,52.1413,50.9312,51.5315,50191173
2015-03-13,51.36,51.6839,50.7454,51.0169,20780566
2015-03-16,51.2075,51.4934,50.8835,51.1599,17031579
2015-03-17,50.7025,51.4457,50.6501,51.3028,13902934
2015-03-18,50.9026,51.3981,50.6644,51.1884,18383718
2015-03-19,51.0455,51.0932,49.7401,49.9116,21150002
2015-03-20,49.9688,50.6644,49.9402,50.4833,22466236
2015-03-23,50.531,50.55,50.0069,50.0069,13148904
2015-03-24,49.883,49.9688,49.4923,49.4923,12887743
2015-03-25,49.5304,49.6543,48.9301,48.9587,15418182
2015-03-26,48.7777,49.035,48.0916,48.7777,21839614
2015-03-27,49.0635,49.0635,48.3298,48.5966,16052366
2015-03-30,48.9111,49.5495,48.892,49.2065,13289150
2015-03-31,48.8444,49.3256,48.7491,49.0921,13928941
2015-04-01,48.9492,49.4495,48.6062,49.1874,21577679
2015-04-02,49.2446,49.7591,49.1588,49.4161,13966921
2015-04-06,48.7491,49.5114,48.5776,49.1874,13250840
2015-04-07,49.3875,49.4828,48.9682,49.0921,11562697
2015-04-08,49.2351,49.7591,49.1969,49.4447,11773034
2015-04-09,49.2922,49.7448,49.2541,49.6734,13591430
2015-04-10,49.6257,50.1975,49.5304,49.9592,13032016
2015-04-13,50.0069,50.4547,49.9402,50.1784,11984406
2015-04-14,50.4357,50.5024,49.9116,50.2451,13259731
2015-04-15,50.4357,50.8645,50.2642,50.7025,19041097
2015-04-16,51.4362,51.8936,51.2647,51.4743,38345622
2015-04-17,50.9883,51.5505,50.4547,50.5691,23286981
2015-04-20,50.7882,51.0455,50.5881,50.693,14729995
2015-04-21,50.8359,50.9407,49.7877,50.0069,19554373
2015-04-22,50.045,50.8645,49.883,50.5977,14873394
2015-04-23,50.5119,50.8835,50.3308,50.712,13049573
2015-04-24,50.6548,50.712,50.3594,50.4071,10150537
2015-04-27,50.388,50.874,50.2927,50.3118,15613029
2015-04-28,50.1879,50.5977,49.7877,50.5214,14134525
2015-04-29,50.1689,51.4458,50.1308,51.2266,22542387
2015-04-30,51.217,51.4267,50.4261,50.8073,19420556
2015-05-01,51.1122,51.3028,50.7978,51.2266,13148680
2015-05-04,51.3123,51.703,51.2075,51.6172,15670096
2015-05-05,51.4457,51.7411,50.7406,50.8359,20669083
2015-05-06,51.036,51.36,49.883,50.3309,19414806
2015-05-07,50.1592,50.9699,49.9875,50.8459,14954178
2015-05-08,51.0748,51.6089,50.8364,51.5231,17333515
2015-05-11,51.4277,51.6566,51.3133,51.4754,13896756
2015-05-12,51.1893,51.4849,50.7696,51.256,13336881
2015-05-13,51.237,51.8474,51.0081,51.6948,15810396
2015-05-14,51.9142,52.2003,51.8188,52.0763,14250782
2015-05-15,52.0668,52.0858,51.5326,51.7329,10378117
2015-05-18,51.6852,52.3577,51.6662,52.1431,11717553
2015-05-19,52.2575,52.8107,52.2194,52.7726,18207423
2015-05-20,52.7153,52.7439,52.2146,52.3529,13955559
2015-05-21,52.1621,52.5532,52.0858,52.3052,11799919
2015-05-22,52.248,52.7726,52.1526,52.4292,12652016
2015-05-26,52.2194,52.3039,51.5136,51.7329,16564517
2015-05-27,51.8283,52.4387,51.6948,52.3338,13699424
2015-05-28,52.2861,52.2861,51.7139,52.0286,13381912
2015-05-29,51.9428,51.9714,51.38,51.5803,13841381
2015-06-01,52.1526,52.5007,51.9237,51.9332,18156312
2015-06-02,51.8855,52.4769,51.628,52.1907,17765569
2015-06-03,52.496,53.4307,52.4673,53.0587,21240463
2015-06-04,52.887,53.4116,52.6104,52.7726,18517634
2015-06-05,53.4307,53.9647,53.259,53.6405,26500448
2015-06-08,53.65,53.8885,53.0778,53.0778,14961647
2015-06-09,53.0015,53.7549,52.6676,53.4116,15193141
2015-06-10,53.6691,54.5657,53.5833,54.3844,21275642
2015-06-11,54.5561,54.8423,54.2986,54.5657,19187109
2015-06-12,54.3749,54.6038,54.0506,54.4703,13860635
2015-06-15,54.0029,54.3081,53.5165,54.0315,17698443
2015-06-16,53.9076,54.4894,53.7502,54.4321,13563808
2015-06-17,54.4321,54.5084,53.774,53.9266,17801874
2015-06-18,54.0411,54.2509,53.3925,54.1365,18739307
2015-06-19,53.898,54.1841,53.5737,53.631,18840468
2015-06-22,54.2318,54.5657,54.1365,54.3177,13011615
2015-06-23,54.6324,54.9748,54.4798,54.7373,16216064
2015-06-24,54.0411,54.3558,53.8885,54.0411,19235533
2015-06-25,54.3558,54.4226,53.5833,53.5928,12176170
2015-06-26,53.8599,54.0315,53.507,53.7359,12148270
2015-06-29,52.496,53.0491,52.3147,52.3434,22260419
2015-06-30,52.9538,53.1064,52.2718,52.6867,17737444
2015-07-01,53.4211,53.4211,52.6819,53.1064,17606104
2015-07-02,52.8679,53.2685,52.5246,52.8107,12062781
2015-07-06,52.2575,52.6963,51.9809,52.5341,12706190
2015-07-07,52.4292,52.5055,50.5789,51.9809,32011242
2015-07-08,51.3228,51.3228,50.3309,50.3595,26169423
2015-07-09,51.3514,51.6471,51.1225,51.2274,23540424
2015-07-10,52.0286,52.2575,51.2274,52.0381,16578662
2015-07-13,52.496,53.1159,52.4912,52.9728,18803919
2015-07-14,52.8107,53.526,52.6867,53.3257,18174852
2015-07-15,53.6596,54.1651,53.3639,53.8503,20470527
2015-07-16,55.2238,55.9391,55.0425,55.8819,41084043
2015-07-17,55.8246,56.168,55.6434,56.0345,21055333
2015-07-20,56.2348,56.5591,55.92,56.1299,16016635
2015-07-21,56.0822,56.5686,56.0822,56.3683,21541708
2015-07-22,56.3874,57.7322,56.3015,57.551,30156194
2015-07-23,57.5033,58.1328,56.9692,57.1027,29432315
2015-07-24,56.9406,57.0073,55.6339,55.9868,24760756
2015-07-27,55.2238,55.6339,54.7755,55.281,20378381
2015-07-28,55.7483,55.796,55.1093,55.672,12566708
2015-07-29,55.8533,56.416,55.7293,56.1966,14460768
2015-07-30,56.063,56.3685,55.6478,56.2062,11202069
2015-07-31,56.1203,56.168,55.7193,55.8053,12529315
2015-08-03,55.958,56.0057,55.3184,55.7862,10508705
2015-08-04,55.7193,56.1966,55.643,55.8148,10984522
2015-08-05,56.2635,56.5594,55.9389,56.0725,10630976
2015-08-06,56.1489,56.2826,55.2707,55.4616,14707408
2015-08-07,55.538,55.9484,54.8316,55.2802,11933951
2015-08-10,55.6143,56.168,55.5666,56.0725,10812191
2015-08-11,55.3757,55.6048,54.6407,55.0225,18897619
2015-08-12,54.3543,54.6407,52.7983,54.3256,27569091
2015-08-13,54.4402,54.9843,53.9343,54.7266,15837852
2015-08-14,54.5834,55.0989,54.5834,54.9748,8864981
2015-08-17,54.5643,55.223,54.402,55.1466,11140334
2015-08-18,55.0511,55.2898,54.7934,54.9366,11593241
2015-08-19,54.5834,54.9079,53.9915,54.4116,17672524
2015-08-20,53.4856,53.7529,52.8174,52.8174,28455508
2015-08-21,51.9296,52.5501,51.1469,51.166,33437526
2015-08-24,46.8989,50.1445,44.9611,48.054,37766989
2015-08-25,50.3068,50.3546,47.6149,47.6149,27809203
2015-08-26,49.0754,50.0014,47.9681,49.9059,30721887
2015-08-27,50.7746,51.185,49.9727,51.0132,26467336
2015-08-28,50.6791,51.1306,50.4166,50.8605,17205353
2015-08-31,50.7173,51.2231,50.3259,51.0514,20629022
2015-09-01,50.0204,50.0204,48.0063,48.6268,28621585
2015-09-02,49.3809,49.6673,48.6745,49.4,17515830
2015-09-03,49.6004,50.3164,49.2472,49.4381,15708685
2015-09-04,48.8081,48.9704,47.844,48.2926,19054523
2015-09-08,49.0659,49.5241,48.7031,49.3045,17160164
2015-09-09,50.0204,50.2305,48.4263,48.5695,16930921
2015-09-10,48.264,49.1613,48.0063,48.7508,17467020
2015-09-11,48.6936,48.8272,48.3308,48.7795,12001784
2015-09-14,48.7604,48.8558,48.3786,48.6649,11426957
2015-09-15,48.8558,49.9154,48.7413,49.6386,17858941
2015-09-16,49.8868,50.3164,49.4381,50.2018,17369472
2015-09-17,50.2209,50.5932,49.0468,49.3045,24075192
2015-09-18,48.3976,48.5313,47.8344,48.0063,33404568
2015-09-21,48.5122,48.7795,48.0732,48.4072,14936595
2015-09-22,47.6817,48.159,47.5958,48.0922,19610639
2015-09-23,48.1113,48.3499,47.6817,47.844,13680224
2015-09-24,47.4049,47.4908,46.5362,46.8989,32241013
2015-09-25,47.8917,48.4167,47.6053,48.2545,22341773
2015-09-28,48.3308,48.3976,46.7271,46.8035,21919777
2015-09-29,46.8226,47.2044,46.2689,46.7748,16485029
2015-09-30,47.5481,47.5767,46.6794,47.3571,17628957
2015-10-01,47.1758,47.7294,46.9849,47.6244,16291039
2015-10-02,46.3071,47.6149,45.5434,47.6149,27320857
2015-10-05,48.1113,49.0038,48.054,48.8368,14881154
2015-10-06,48.7318,49.1613,48.5217,48.7413,12602145
2015-10-07,49.1422,49.4954,48.5791,48.9895,16606396
2015-10-08,48.7699,49.4859,48.4454,49.3045,16903001
2015-10-09,49.4668,49.6577,48.6172,49.0468,14341225
2015-10-12,49.0277,49.1518,48.5695,48.9513,11187038
2015-10-13,48.5408,49.3618,48.5217,48.8845,13337940
2015-10-14,48.7508,48.894,48.0922,48.4167,22288016
2015-10-15,49.4763,50.765,48.7986,50.5646,31023069
2015-10-16,50.9178,50.9369,50.178,50.2973,17569151
2015-10-19,49.9823,50.765,49.9536,50.4596,13616434
2015-10-20,50.4596,50.7841,50.2114,50.4405,11195808
2015-10-21,50.5837,50.7459,49.4381,49.4572,15829217
2015-10-22,49.8104,50.4643,49.7818,50.1255,22320467
2015-10-23,50.5932,51.2328,50.5455,51.2041,19927051
2015-10-26,50.8128,51.1564,50.3546,50.6982,14530672
2015-10-27,50.3164,50.5073,49.8677,50.2209,13232394
2015-10-28,50.4596,52.4642,50.3164,52.2446,23403941
2015-10-29,52.0727,52.6077,51.2319,51.2701,23153933
2015-10-30,51.3561,51.423,50.5726,50.8019,18430238
2015-11-02,51.0694,51.6427,50.9643,51.4325,11999672
2015-11-03,51.1745,51.9676,51.1363,51.7478,13518266
2015-11-04,51.9485,52.0727,51.2701,51.4325,16985181
2015-11-05,51.3847,51.9771,51.3561,51.7383,13632480
2015-11-06,53.2861,53.9454,53.0186,53.3817,21654380
2015-11-09,53.4294,53.6874,52.6173,53.2288,19921807
2015-11-10,53.0568,53.6683,52.5504,53.3148,17657433
2015-11-11,53.6205,53.6396,52.3402,52.4549,15834013
2015-11-12,52.0918,52.0918,51.0694,51.079,17734993
2015-11-13,50.8019,51.1889,50.3242,50.8019,16828803
2015-11-16,50.6013,51.2988,50.1522,51.2988,14896647
2015-11-17,51.4898,51.8051,50.8592,51.1077,14845282
2015-11-18,51.4516,52.5743,51.3656,52.5313,19100293
2015-11-19,52.4358,52.8323,52.302,52.6077,11997989
2015-11-20,52.9039,52.9039,52.1205,52.3115,14895981
2015-11-23,52.2351,52.3975,51.7383,51.8625,14547117
2015-11-24,51.4134,52.0822,51.3179,51.7669,12950895
2015-11-25,51.872,51.9102,51.3656,51.6714,9859420
2015-11-27,51.6523,51.9485,51.3274,51.7956,5483432
2015-11-30,51.9198,52.0345,51.5663,51.6809,14603058
2015-12-01,51.9771,52.4644,51.8348,52.4358,11856027
2015-12-02,52.5409,52.5695,51.6236,51.7287,15288831
2015-12-03,51.9962,52.1682,50.9739,51.1268,19749990
2015-12-04,51.2701,52.8657,51.1363,52.6364,21464081
2015-12-07,52.3307,52.4358,51.509,51.9771,15077326
2015-12-08,51.4421,51.6045,50.8115,51.0121,14785485
2015-12-09,50.6873,51.4134,49.9802,50.4579,19903691
2015-12-10,50.5344,50.8688,49.8465,50.3051,16333817
2015-12-11,49.6267,49.8847,48.4133,48.8337,24091180
2015-12-14,48.8623,49.426,48.2508,48.8241,21586764
2015-12-15,49.5407,50.4484,49.5407,50.1809,21642329
2015-12-16,50.6777,51.6045,49.9707,51.4994,26044762
2015-12-17,51.6045,51.786,50.3624,50.4866,17179578
2015-12-18,50.1235,50.3337,48.8814,48.9292,25509621
2015-12-21,49.4069,49.6025,48.805,49.4834,16928994
2015-12-22,49.6745,49.8082,49.1012,49.6936,13241343
2015-12-23,49.9707,50.2955,49.7605,50.286,14950224
2015-12-24,50.1426,50.6108,50.114,50.3624,4671254
2015-12-28,50.2286,50.2286,49.6458,50.0471,8761743
2015-12-29,50.4102,50.8497,50.3911,50.6204,10155134
2015-12-30,50.4866,50.5822,49.9229,49.9707,8763337
2015-12-31,49.7509,50.0567,49.4452,49.4452,11281771
2016-01-04,48.4897,48.9101,47.9546,48.8528,23440153
2016-01-05,49.2445,49.3114,48.1648,48.5948,17444931
2016-01-06,47.8686,48.3273,47.5438,47.8878,22501799
2016-01-07,46.8845,47.1807,45.3844,45.4418,37902922
2016-01-08,46.5597,46.5692,43.9799,44.0755,30642964
2016-01-11,44.4863,44.8972,43.8844,44.7634,26284598
2016-01-12,45.3797,45.3844,44.2092,44.7921,26309979
2016-01-13,45.2125,45.2411,42.9624,43.1773,27925821
2016-01-14,43.3971,43.7745,42.5802,43.3589,30129541
2016-01-15,40.6167,41.7441,39.9861,40.5785,52452566
2016-01-19,40.9415,41.1995,39.8045,40.0721,39032718
2016-01-20,38.7153,39.1978,37.6853,38.6867,49905431
2016-01-21,38.7058,39.5466,38.2471,38.3618,34976743
2016-01-22,39.2217,39.5084,39.002,39.2313,30187150
2016-01-25,38.9924,39.1357,37.693,37.7885,31924026
2016-01-26,37.8363,38.9733,37.7407,38.6962,23508444
2016-01-27,38.572,39.8332,38.4335,38.7535,28274754
2016-01-28,39.4136,39.5954,38.3326,38.6388,23212822
2016-01-29,39.031,40.7434,39.0118,40.7338,36107611
2016-02-01,40.5233,40.973,40.1789,40.6381,22860331
2016-02-02,40.045,40.045,38.5287,38.6675,31460917
2016-02-03,38.8875,38.9449,36.3869,38.6101,43680257
2016-02-04,38.3709,39.7676,38.3135,39.0214,26697302
2016-02-05,39.2414,39.6432,37.8352,38.1317,23599670
2016-02-08,37.4429,37.4812,35.5679,36.1706,35237112
2016-02-09,35.3288,36.4193,35.0896,35.8836,39767232
2016-02-10,36.8307,37.3951,35.7593,35.788,33390007
2016-02-11,34.4391,34.5922,33.0233,33.4633,48945575
2016-02-12,34.4678,36.228,34.42,35.9123,38120366
2016-02-16,36.9168,37.5195,36.6585,37.2038,31802539
2016-02-17,37.9882,38.5431,37.7873,38.0552,29133518
2016-02-18,38.1987,38.2561,36.9455,37.2325,24107698
2016-02-19,37.1368,37.3664,36.4098,37.2995,22425998
2016-02-22,37.95,38.237,37.596,37.8065,22028585
2016-02-23,37.4238,37.4908,36.3906,36.5628,26234192
2016-02-24,35.8167,36.5246,35.0226,36.4385,25912362
2016-02-25,36.5724,36.9694,36.3619,36.9455,19889500
2016-02-26,37.3664,38.2848,37.0794,37.7873,23757420
2016-02-29,37.7204,38.0695,37.1655,37.1655,22268655
2016-03-01,37.4525,39.4997,37.4047,39.4806,30606823
2016-03-02,39.4519,40.4181,39.3084,40.3894,26969814
2016-03-03,40.3129,41.0112,40.0737,40.973,21835234
2016-03-04,41.2026,41.7,40.6286,40.973,28071048
2016-03-07,40.5233,41.0686,40.2555,40.7625,22134577
2016-03-08,40.3224,40.4755,39.2127,39.2701,26265017
2016-03-09,39.5667,39.6337,38.8636,39.3658,18573924
2016-03-10,39.8059,40.3224,38.8492,39.5763,21139846
2016-03-11,40.4372,41.1452,39.9531,41.126,21069091
2016-03-14,40.8103,41.0495,40.3751,40.8199,15334780
2016-03-15,40.4277,40.7721,40.1502,40.7434,13784865
2016-03-16,40.3033,41.1834,39.7006,40.399,22981023
2016-03-17,40.1694,41.0638,39.5858,40.9921,24261033
2016-03-18,41.5469,42.0587,41.3747,41.6522,30801897
2016-03-21,41.5469,42.341,41.3747,41.7096,16226367
2016-03-22,41.3939,41.7383,41.0495,41.4991,14885079
2016-03-23,41.4034,41.6139,40.4468,40.5329,23989232
2016-03-24,39.9685,40.1215,39.251,40.1215,22723369
2016-03-28,40.2746,40.3511,39.8728,40.1024,13062449
2016-03-29,39.9685,39.9685,39.3562,39.9111,18160088
2016-03-30,40.1598,40.7434,40.0354,40.0641,14763199
2016-03-31,40.0163,40.5042,39.7867,39.9398,15661652
2016-04-01,39.7198,40.7481,39.5093,40.6286,17749477
2016-04-04,40.5233,40.8486,40.1598,40.2363,14377103
2016-04-05,39.6528,40.0833,39.3371,39.7102,17867796
2016-04-06,39.7293,40.0737,39.4041,40.045,16169856
2016-04-07,39.5093,39.6815,38.2178,38.524,22618041
2016-04-08,39.0884,39.4902,38.6196,38.7153,14676060
2016-04-11,38.9736,39.7102,38.9449,39.3371,21083686
2016-04-12,39.4902,40.1407,39.3371,40.0833,19888671
2016-04-13,40.7051,42.561,40.7051,42.3314,33135421
2016-04-14,42.2262,43.3263,42.1114,43.0297,26885108
2016-04-15,44.436,44.5412,42.6662,42.9723,39168642
2016-04-18,42.494,43.288,42.2931,43.1541,22929947
2016-04-19,43.4507,43.9385,43.2689,43.6516,18833250
2016-04-20,43.7568,44.723,43.7472,44.7134,21645718
2016-04-21,44.7613,44.9143,44.2255,44.5795,21538604
2016-04-22,44.6656,45.297,44.5986,44.9335,17425930
2016-04-25,44.6082,44.8952,44.1394,44.6656,13480511
2016-04-26,44.6847,45.1152,44.4073,45.0578,15573618
2016-04-27,44.8569,45.7657,44.7613,45.2778,19444742
2016-04-28,44.8086,45.5172,44.5787,44.7511,18399482
2016-04-29,44.55,44.8756,44.1095,44.3202,23922690
2016-05-02,44.5692,44.8469,43.9563,44.7032,13802510
2016-05-03,43.8318,43.8892,43.0752,43.6402,21186239
2016-05-04,42.9795,43.1135,42.2947,42.7688,24310510
2016-05-05,42.8837,43.171,42.2899,42.357,14912027
2016-05-06,41.9548,42.5389,41.8686,42.5294,17632453
2016-05-09,42.4336,42.7209,41.8015,42.0314,14251865
2016-05-10,42.4623,42.9986,42.2421,42.9412,13608893
2016-05-11,42.7688,43.4583,42.5772,42.5868,15997879
2016-05-12,42.9412,43.2572,41.9165,42.1367,15551517
2016-05-13,42.1176,42.6826,41.1791,41.2844,19433489
2016-05-16,41.2844,41.6579,41.1216,41.3227,17158384
2016-05-17,41.2461,42.0314,40.9971,41.8494,19942950
2016-05-18,41.8973,44.1818,41.8973,43.9275,37645212
2016-05-19,43.669,44.1095,42.74,43.1518,23036064
2016-05-20,43.4966,43.7647,42.8933,42.9986,19610197
2016-05-23,42.9507,43.2668,42.6826,43.1997,15050504
2016-05-24,43.5253,44.234,43.3912,43.918,18976539
2016-05-25,44.234,45.5843,44.234,44.9522,23976508
2016-05-26,45.048,45.1246,44.1191,44.1574,16956563
2016-05-27,44.2819,44.6937,44.1286,44.6075,13854489
2016-05-31,44.8948,44.9139,44.3489,44.5979,21404013
2016-06-01,44.0903,45.0001,43.5541,44.9522,17212523
2016-06-02,44.8756,45.0671,44.6266,44.981,15483762
2016-06-03,43.1997,43.669,42.3761,43.4679,36961501
2016-06-06,43.4679,44.301,43.2955,43.803,17321430
2016-06-07,44.0903,44.1478,43.5828,43.6115,12089832
2016-06-08,43.5541,43.9563,43.3769,43.6307,13147321
2016-06-09,43.2668,43.2955,42.7592,43.104,17068975
2016-06-10,42.3953,42.5198,41.8303,42.041,23071149
2016-06-13,41.3993,42.1942,41.3179,41.3323,20612145
2016-06-14,41.2174,41.6962,39.757,40.1831,27621252
2016-06-15,40.5087,41.0737,40.1917,40.231,21934233
2016-06-16,39.8479,40.3938,39.4074,40.3363,19904800
2016-06-17,40.6428,41.1168,40.3651,40.6811,25113413
2016-06-20,41.6196,42.1846,40.9684,40.9875,20243952
2016-06-21,41.3419,41.3802,40.6715,41.1025,14714924
2016-06-22,41.0546,41.5909,40.8295,40.8726,18087638
2016-06-23,41.6675,42.6156,41.6292,42.5772,25702960
2016-06-24,38.9094,39.6373,38.5551,38.5934,71849750
2016-06-27,37.9039,37.9614,36.6877,36.8505,53511902
2016-06-28,38.1242,38.9094,37.54,38.7275,38605629
2016-06-29,39.3978,40.4034,39.168,40.3363,34004075
2016-06-30,40.8726,40.9828,39.915,40.5949,34485440
2016-07-01,40.5087,40.8822,40.1927,40.3842,19399551
2016-07-05,39.6277,39.7426,38.7083,39.0531,25571075
2016-07-06,38.4498,39.3404,38.3348,39.3212,27713900
2016-07-07,39.5798,40.2789,39.35,39.5415,24585547
2016-07-08,40.0299,40.48,39.8623,40.2023,29468610
2016-07-11,40.5949,40.9397,40.4991,40.4991,19752639
2016-07-12,41.0067,41.6387,40.9492,41.6004,23803634
2016-07-13,41.4951,41.8303,41.1982,41.4951,20488172
2016-07-14,42.5006,42.8741,42.2516,42.5677,37093643
2016-07-15,43.0944,43.1231,41.9883,42.4527,29198761
2016-07-18,42.4049,42.9986,42.3666,42.6826,18683851
2016-07-19,42.3187,42.7975,42.1972,42.4719,15297288
2016-07-20,42.6443,42.8071,42.3283,42.5868,16547139
2016-07-21,42.6156,42.8072,42.2421,42.2612,15045567
2016-07-22,42.2325,42.4816,41.9739,42.424,12764241
2016-07-25,42.4336,42.4815,42.0537,42.175,14391439
2016-07-26,42.0697,42.3666,42.041,42.2804,16152511
2016-07-27,42.3283,42.8167,42.2612,42.4145,17814222
2016-07-28,42.2895,42.4529,41.982,42.3664,13239559
2016-07-29,42.1646,42.4433,42.0588,42.1069,13773743
2016-08-01,42.2126,42.3039,41.5591,41.7321,14794430
2016-08-02,41.5495,41.9339,40.8478,41.3188,20089133
2016-08-03,41.2611,42.2319,41.1938,42.1838,14708296
2016-08-04,42.0396,42.328,41.9627,42.1357,11747861
2016-08-05,42.895,43.9523,42.7797,43.9427,28566792
2016-08-08,44.0484,44.3655,43.712,44.1733,16861616
2016-08-09,44.1637,44.3175,43.8946,44.1157,12203839
2016-08-10,44.0195,44.1157,43.6255,43.6831,16566659
2016-08-11,43.7408,44.1253,43.5294,43.9523,14819381
2016-08-12,43.6447,43.8273,43.4621,43.8081,12472897
2016-08-15,44.0388,44.6923,44.0388,44.5866,12252683
2016-08-16,44.452,44.9711,44.3415,44.8077,15202061
2016-08-17,44.7019,44.9807,44.577,44.8173,17899305
2016-08-18,44.7596,44.8846,44.4136,44.6923,14190255
2016-08-19,44.5386,44.7788,44.231,44.7212,12207628
2016-08-22,44.6154,44.9326,44.452,44.8461,11007477
2016-08-23,45.0768,45.2315,44.7788,44.7788,13345548
2016-08-24,44.8173,45.2834,44.7308,44.8461,16054356
2016-08-25,44.7019,44.9999,44.6635,44.9038,16520236
2016-08-26,45.0095,45.4036,44.8846,45.2786,23338460
2016-08-29,45.3555,45.8361,45.2786,45.4228,16699972
2016-08-30,45.3843,46.0667,45.3843,46.0379,17519795
2016-08-31,46.0956,46.307,45.4132,45.8841,20826607
2016-09-01,45.961,46.1629,44.9422,45.5189,19403873
2016-09-02,45.6535,45.8553,45.1825,45.6631,16293784
2016-09-06,45.6631,45.7976,44.8365,45.4516,17649519
2016-09-07,45.1729,45.788,45.0383,45.6342,13610584
2016-09-08,45.615,46.2013,45.4805,45.9322,15856381
2016-09-09,46.0379,46.2974,45.3363,45.3363,20468110
2016-09-12,44.8269,46.0091,44.5289,45.9322,22074757
2016-09-13,45.0768,45.4516,44.7981,45.096,19885037
2016-09-14,45.0672,45.5958,44.8653,44.9326,19778442
2016-09-15,44.9326,45.4805,44.7788,45.2498,14205345
2016-09-16,44.7884,44.9711,44.4424,44.6058,24820832
2016-09-19,44.8077,45.3988,44.7019,44.7788,12759685
2016-09-20,45.2113,45.3555,44.6443,44.7308,13749411
2016-09-21,45.1729,45.442,44.4866,45.0768,16605155
2016-09-22,45.1633,45.4612,44.9326,45.2786,16247609
2016-09-23,45.1921,45.615,45.0143,45.3171,14793526
2016-09-26,44.7019,44.8173,44.0484,44.106,22646738
2016-09-27,43.7504,44.6731,43.4044,44.5674,16165734
2016-09-28,44.7692,45.0864,44.3079,45.0479,15871608
2016-09-29,44.9807,45.5573,43.6447,44.0195,28066787
2016-09-30,44.5289,45.6535,44.2694,45.394,25563084
2016-10-03,45.1921,45.4228,44.9614,45.2017,13819786
2016-10-04,45.269,46.5473,45.2498,45.8937,25541972
2016-10-05,46.1436,46.9798,46.1436,46.7587,18173364
2016-10-06,46.9318,47.1816,46.4896,47.1624,15721047
2016-10-07,47.0951,47.4844,46.7876,47.3643,16583991
2016-10-10,47.5373,48.0178,47.4508,47.6238,14022675
2016-10-11,47.3643,47.7199,46.7972,47.0855,16033289
2016-10-12,47.0663,47.3018,46.7684,46.8068,14407344
2016-10-13,46.0571,46.7876,45.6919,46.5857,22302168
2016-10-14,47.6718,48.0082,46.5089,46.7203,28291799
2016-10-17,46.7011,47.2297,46.5281,46.7107,16654956
2016-10-18,47.2681,47.3739,46.9125,47.0855,18159870
2016-10-19,47.2009,47.7775,47.124,47.5565,14663626
2016-10-20,47.5373,47.9602,47.297,47.6526,13522551
2016-10-21,47.1624,47.7047,47.0758,47.643,12728627
